Scheme name	Locus tag	Description
cgMLST V1 + HierCC V1	CD630_25030(-)	cation-transporting P-type ATPase
cgMLST V1 + HierCC V1	CD630_25040(vanY)	D-alanyl-D-alanine carboxypeptidase
cgMLST V1 + HierCC V1	CD630_25050(-)	TetR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_25060(LinCd)	multidrug MFS transporter
cgMLST V1 + HierCC V1	CD630_25070(-)	transglutaminase
cgMLST V1 + HierCC V1	CD630_25080(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_25130(ridA)	reactive intermediate/imine deaminase
cgMLST V1 + HierCC V1	CD630_25140(tdcB)	threonine ammonia-lyase
cgMLST V1 + HierCC V1	CD630_25150(asdA)	aspartate 4-decarboxylase
cgMLST V1 + HierCC V1	CD630_25160(ansB)	L-asparaginase
cgMLST V1 + HierCC V1	CD630_25210(leuS)	leucine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_25220(ybeB)	ribosome silencing factor RsfS
cgMLST V1 + HierCC V1	CD630_25230(-)	HDIG domain-containing protein
cgMLST V1 + HierCC V1	CD630_25240(nadD)	nicotinate-nicotinamide nucleotide adenylyltransferase
cgMLST V1 + HierCC V1	CD630_25250(recX)	regulatory protein RecX
cgMLST V1 + HierCC V1	CD630_25260(glgB)	alpha amylase catalytic domain protein
cgMLST V1 + HierCC V1	CD630_25290(-)	antibiotic biosynthesis monooxygenase
cgMLST V1 + HierCC V1	CD630_25300(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_25310(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_25330(-)	"ABC-type transport system, permease"
cgMLST V1 + HierCC V1	CD630_25340(-)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_25350(phoR)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_25360(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_25370(ushA)	bifunctional metallophosphatase/5'-nucleotidase
cgMLST V1 + HierCC V1	CD630_25380(-)	lipoprotein
cgMLST V1 + HierCC V1	CD630_25390(rnz)	ribonuclease Z
cgMLST V1 + HierCC V1	CD630_25400(-)	CoA-disulfide reductase
cgMLST V1 + HierCC V1	CD630_25410(-)	sodium:dicarboxylate symporter
cgMLST V1 + HierCC V1	CD630_25420(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_25430(algI)	membrane-bound 0-ACYL transferase MBOAT family
cgMLST V1 + HierCC V1	CD630_25440(-)	glycosyl transferase 2 family protein
cgMLST V1 + HierCC V1	CD630_25450(bcsA)	glycosyl transferase
cgMLST V1 + HierCC V1	CD630_25480(-)	sugar ABC transporter permease
cgMLST V1 + HierCC V1	CD630_25490(-)	sugar ABC transporter permease
cgMLST V1 + HierCC V1	CD630_25500(-)	sugar ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_25570(-)	vacuolar-type H+-ATPase subunit H
cgMLST V1 + HierCC V1	CD630_25580(coaD)	pantetheine-phosphate adenylyltransferase
cgMLST V1 + HierCC V1	CD630_25600(recG)	ATP-dependent DNA helicase RecG
cgMLST V1 + HierCC V1	CD630_25610(-)	dihydroxyacetone kinase
cgMLST V1 + HierCC V1	CD630_25620(-)	asp23 family protein
cgMLST V1 + HierCC V1	CD630_25621(rpmB)	50S ribosomal protein L28
cgMLST V1 + HierCC V1	CD630_25630(-)	transposase
cgMLST V1 + HierCC V1	CD630_25640(-)	MerR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_25700(-)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_25710(-)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_25720(-)	nitroreductase
cgMLST V1 + HierCC V1	CD630_25730(gph)	haloacid dehalogenase
cgMLST V1 + HierCC V1	CD630_25740(thiN)	thiamine pyrophosphokinase
cgMLST V1 + HierCC V1	CD630_25750(rpe)	ribulose-phosphate 3-epimerase
cgMLST V1 + HierCC V1	CD630_25760(rsgA)	ribosome small subunit-dependent GTPase A
cgMLST V1 + HierCC V1	CD630_25770(fabG)	3-oxoacyl-ACP reductase
cgMLST V1 + HierCC V1	CD630_25780(prkC)	phosphotransferase enzyme family protein
cgMLST V1 + HierCC V1	CD630_25790(prpC)	phosphatase
cgMLST V1 + HierCC V1	CD630_25800(rlmN)	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
cgMLST V1 + HierCC V1	CD630_25810(rsmB)	16S rRNA (cytosine(967)-C(5))-methyltransferase
cgMLST V1 + HierCC V1	CD630_25820(-)	zinc metallopeptidase
cgMLST V1 + HierCC V1	CD630_25830(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_25840(fmt)	methionyl-tRNA formyltransferase
cgMLST V1 + HierCC V1	CD630_25850(def2)	peptide deformylase
cgMLST V1 + HierCC V1	CD630_25860(priA)	DEAD/DEAH box helicase
cgMLST V1 + HierCC V1	CD630_25870(coaBC)	phosphopantothenoylcysteine decarboxylase
cgMLST V1 + HierCC V1	CD630_25871(rpoZ)	DNA-directed RNA polymerase subunit omega
cgMLST V1 + HierCC V1	CD630_25880(gmk)	guanylate kinase
cgMLST V1 + HierCC V1	CD630_25890(-)	YicC-like domain-containing protein
cgMLST V1 + HierCC V1	CD630_25900(dapF)	diaminopimelate epimerase
cgMLST V1 + HierCC V1	CD630_25910(ltaE)	threonine aldolase
cgMLST V1 + HierCC V1	CD630_25920(fbpA)	fibronectin-binding A family protein
cgMLST V1 + HierCC V1	CD630_25930(msrA)	ABC transporter
cgMLST V1 + HierCC V1	CD630_25950(pyrR)	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_25960(rluD)	"Putative pseudouridylate synthase, RluC/RluD family"
cgMLST V1 + HierCC V1	CD630_25970(lspA)	lipoprotein signal peptidase
cgMLST V1 + HierCC V1	CD630_25980(-)	polysaccharide deacetylase
cgMLST V1 + HierCC V1	CD630_25990(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_26000(cstA)	carbon starvation CstA family protein
cgMLST V1 + HierCC V1	CD630_26010(-)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_26020(-)	sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_26100(trpS)	tryptophan--tRNA ligase
cgMLST V1 + HierCC V1	CD630_26110(mtnN)	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
cgMLST V1 + HierCC V1	CD630_26120(gadC)	amino acid permease
cgMLST V1 + HierCC V1	CD630_26130(pepQ)	proline dipeptidase
cgMLST V1 + HierCC V1	CD630_26140(-)	6-phosphogluconate dehydratase
cgMLST V1 + HierCC V1	CD630_26150(-)	TetR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_26160(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26180(ileS)	isoleucine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_26190(divIVA)	DivIVA domain-containing protein
cgMLST V1 + HierCC V1	CD630_26200(-)	S4 domain protein
cgMLST V1 + HierCC V1	CD630_26210(yggT)	YGGT family protein
cgMLST V1 + HierCC V1	CD630_26220(sepF)	cell division protein SepF
cgMLST V1 + HierCC V1	CD630_26230(yggS)	YggS family pyridoxal phosphate enzyme
cgMLST V1 + HierCC V1	CD630_26240(-)	hlyD secretion family protein
cgMLST V1 + HierCC V1	CD630_26250(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_26260(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26270(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26280(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26290(spoIVA)	stage IV sporulation protein A
cgMLST V1 + HierCC V1	CD630_26300(gpsA)	glycerol-3-phosphate dehydrogenase
cgMLST V1 + HierCC V1	CD630_26310(plsY)	glycerol-3-phosphate acyltransferase
cgMLST V1 + HierCC V1	CD630_26320(engA)	ribosome biogenesis GTPase Der
cgMLST V1 + HierCC V1	CD630_26330(-)	Fe-S oxidoreductase
cgMLST V1 + HierCC V1	CD630_26340(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26350(seaA)	spore envelope protein
cgMLST V1 + HierCC V1	CD630_26360(seaA)	membrane protein
cgMLST V1 + HierCC V1	CD630_26370(phoR)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_26380(phoB1)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_26390(yfiH)	multi-copper polyphenol oxidoreductase laccase
cgMLST V1 + HierCC V1	CD630_26400(nrdR)	NrdR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_26410(-)	"sporulation , YlmC/YmxH family protein"
cgMLST V1 + HierCC V1	CD630_26420(sigG)	sporulation sigma factor SigG
cgMLST V1 + HierCC V1	CD630_26430(sigE)	sporulation sigma factor SigE
cgMLST V1 + HierCC V1	CD630_26440(spoIIGA)	peptidase
cgMLST V1 + HierCC V1	CD630_26450(-)	sugar ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_26460(ftsZ)	cell division protein FtsZ
cgMLST V1 + HierCC V1	CD630_26470(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_26480(-)	division initiation protein
cgMLST V1 + HierCC V1	CD630_26490(-)	protein of unknown function DUF881
cgMLST V1 + HierCC V1	CD630_26500(ftsQ)	cell division protein FtsQ
cgMLST V1 + HierCC V1	CD630_26510(murG)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
cgMLST V1 + HierCC V1	CD630_26520(spoVE)	cell division protein FtsW
cgMLST V1 + HierCC V1	CD630_26530(murD)	UDP-N-acetylmuramoylalanine--D-glutamate ligase
cgMLST V1 + HierCC V1	CD630_26540(mraY)	phospho-N-acetylmuramoyl-pentapeptide-transferase
cgMLST V1 + HierCC V1	CD630_26550(murF)	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
cgMLST V1 + HierCC V1	CD630_26560(spoVD)	stage V sporulation protein D
cgMLST V1 + HierCC V1	CD630_26570(-)	putative membrane protein
cgMLST V1 + HierCC V1	CD630_26580(mraW)	16S rRNA (cytosine(1402)-N(4))-methyltransferase
cgMLST V1 + HierCC V1	CD630_26590(lgt)	prolipoprotein diacylglyceryl transferase
cgMLST V1 + HierCC V1	CD630_26600(-)	peptidase M16
cgMLST V1 + HierCC V1	CD630_26610(-)	peptidase M16
cgMLST V1 + HierCC V1	CD630_26620(ychF)	GTP-binding protein YchF
cgMLST V1 + HierCC V1	CD630_26640(murE)	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
cgMLST V1 + HierCC V1	CD630_26650(-)	AraC family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_26660(ptsG-A)	PTS glucose transporter subunit IIABC
cgMLST V1 + HierCC V1	CD630_26670(ptsG-BC)	PTS glucose transporter subunit IIABC
cgMLST V1 + HierCC V1	CD630_26750(-)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_26770(scoA)	Succinyl CoA:3-oxoacid CoA-transferase subunit A
cgMLST V1 + HierCC V1	CD630_26780(scoB)	succinyl-CoA--3-ketoacid-CoA transferase
cgMLST V1 + HierCC V1	CD630_26790(bdhA)	3-hydroxybutyrate dehydrogenase
cgMLST V1 + HierCC V1	CD630_26800(-)	permease
cgMLST V1 + HierCC V1	CD630_26810(-)	putative Calcium-chelating exported protein
cgMLST V1 + HierCC V1	CD630_26820(pfo)	pyruvate:ferredoxin (flavodoxin) oxidoreductase
cgMLST V1 + HierCC V1	CD630_26830(-)	propanediol utilization phosphotransacylase
cgMLST V1 + HierCC V1	CD630_26840(-)	flavodoxin
cgMLST V1 + HierCC V1	CD630_26850(-)	sporulation protein
cgMLST V1 + HierCC V1	CD630_26860(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_26870(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26871(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26880(sspA)	spore protein
cgMLST V1 + HierCC V1	CD630_26890(-)	FAD-dependent oxidoreductase
cgMLST V1 + HierCC V1	CD630_26900(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_26910(hpt)	hypoxanthine phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_26920(cobD)	threonine-phosphate decarboxylase
cgMLST V1 + HierCC V1	CD630_26930(-)	dicarboxylate symporter family protein
cgMLST V1 + HierCC V1	CD630_26940(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_26950(asnA)	aspartate--ammonia ligase
cgMLST V1 + HierCC V1	CD630_26960(patB)	cystathionine beta-lyase
cgMLST V1 + HierCC V1	CD630_27010(-)	lipoprotein
cgMLST V1 + HierCC V1	CD630_27020(brnQ)	branched-chain amino acid transporter
cgMLST V1 + HierCC V1	CD630_27030(-)	pentapeptide repeats family protein
cgMLST V1 + HierCC V1	CD630_27040(pbuG)	permease
cgMLST V1 + HierCC V1	CD630_27050(mtaD)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_27060(-)	restriction endonuclease
cgMLST V1 + HierCC V1	CD630_27080(aroE2)	shikimate 5-dehydrogenase
cgMLST V1 + HierCC V1	CD630_27090(-)	flavin oxidoreductase / NADH oxidase
cgMLST V1 + HierCC V1	CD630_27100(-)	AP endonuclease
cgMLST V1 + HierCC V1	CD630_27110(-)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_27120(-)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_27130(-)	ErfK/YbiS/YcfS/YnhG
cgMLST V1 + HierCC V1	CD630_27140(galE)	UDP-glucose 4-epimerase GalE
cgMLST V1 + HierCC V1	CD630_27150(gtaB)	UTP--glucose-1-phosphate uridylyltransferase
cgMLST V1 + HierCC V1	CD630_27151(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_27160(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_27170(-)	sporulation and cell division repeat protein
cgMLST V1 + HierCC V1	CD630_27180(srtB)	SrtB family sortase
cgMLST V1 + HierCC V1	CD630_27190(pdaA)	delta-lactam-biosynthetic de-N-acetylase
cgMLST V1 + HierCC V1	CD630_27200(-)	transporter
cgMLST V1 + HierCC V1	CD630_27210(-)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_27220(vicR)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_27230(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_27240(pdaA)	polysaccharide deacetylase
cgMLST V1 + HierCC V1	CD630_27250(ugtP)	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-UDP N-acetylglucosamine transferase
cgMLST V1 + HierCC V1	CD630_27260(glyA)	serine hydroxymethyltransferase
cgMLST V1 + HierCC V1	CD630_27270(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_27280(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_27290(rseC)	"positive regulator of sigma(E), RseC/MucC family protein"
cgMLST V1 + HierCC V1	CD630_27300(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_27310(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_27330(patB)	cystathionine beta-lyase PatB
cgMLST V1 + HierCC V1	CD630_27340(nhaC)	Na+/H+ antiporter NhaC
cgMLST V1 + HierCC V1	CD630_27341(-)	Putative membrane protein
cgMLST V1 + HierCC V1	CD630_27350(-)	cell wall binding repeat 2 family protein
cgMLST V1 + HierCC V1	CD630_27360(-)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_27390(aspS)	aspartate--tRNA ligase
cgMLST V1 + HierCC V1	CD630_27400(hisS)	histidine--tRNA ligase
cgMLST V1 + HierCC V1	CD630_27410(hemZ)	coproporphyrinogen III oxidase
cgMLST V1 + HierCC V1	CD630_27420(-)	hydrolase
cgMLST V1 + HierCC V1	CD630_27430(dtd)	D-aminoacyl-tRNA deacylase
cgMLST V1 + HierCC V1	CD630_27440(relA)	GTP pyrophosphokinase
cgMLST V1 + HierCC V1	CD630_27450(apt)	adenine phosphoribosyltransferase
cgMLST V1 + HierCC V1	CD630_27460(recJ)	single-stranded-DNA-specific exonuclease RecJ
cgMLST V1 + HierCC V1	CD630_27470(ubiB)	ABC1 family protein
cgMLST V1 + HierCC V1	CD630_27480(-)	gamma carbonic anhydrase family protein
cgMLST V1 + HierCC V1	CD630_27490(-)	thioether cross-link-forming SCIFF peptide maturase
cgMLST V1 + HierCC V1	CD630_27491(agrD)	autoinducer
cgMLST V1 + HierCC V1	CD630_27500(agrB)	accessory gene regulator
cgMLST V1 + HierCC V1	CD630_27510(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_27520(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_27550(ptsI)	phosphoenolpyruvate--protein phosphotransferase
cgMLST V1 + HierCC V1	CD630_27560(ptsH)	PTS sugar transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_27570(-)	phospholipase
cgMLST V1 + HierCC V1	CD630_27580(-)	SAM-dependent methyltransferase
cgMLST V1 + HierCC V1	CD630_27590(-)	Rrf2 family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_27600(-)	diguanylate phosphodiesterase
cgMLST V1 + HierCC V1	CD630_27610(amiA)	N-acetylmuramoyl-L-alanine amidase
cgMLST V1 + HierCC V1	CD630_27620(uppS)	dihydroorotate dehydrogenase
cgMLST V1 + HierCC V1	CD630_27630(-)	lipoprotein
cgMLST V1 + HierCC V1	CD630_27640(-)	haloacid dehalogenase
cgMLST V1 + HierCC V1	CD630_27650(-)	LytR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_27660(-)	LytR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_27670(-)	melibiase
cgMLST V1 + HierCC V1	CD630_27680(-)	NlpC/P60 family protein
cgMLST V1 + HierCC V1	CD630_27690(-)	short-chain dehydrogenase/reductase
cgMLST V1 + HierCC V1	CD630_27700(-)	capsular polysaccharide biosynthesis protein
cgMLST V1 + HierCC V1	CD630_27710(rkpK)	UDP-glucose 6-dehydrogenase
cgMLST V1 + HierCC V1	CD630_27720(tuaG)	glycosyl transferase
cgMLST V1 + HierCC V1	CD630_27730(-)	beta-glycosyltransferase
cgMLST V1 + HierCC V1	CD630_27740(tuaG)	glycosyl transferase
cgMLST V1 + HierCC V1	CD630_27750(-)	glycerophosphotransferase
cgMLST V1 + HierCC V1	CD630_27760(-)	glycosyl transferase family 2
cgMLST V1 + HierCC V1	CD630_27770(-)	polysaccharide polymerase
cgMLST V1 + HierCC V1	CD630_27780(-)	glycosyl transferase
cgMLST V1 + HierCC V1	CD630_27790(manC)	mannose-1-phosphate guanylyltransferase
cgMLST V1 + HierCC V1	CD630_27800(pgm)	phosphoglucomutase/phosphomannomutase C-terminal domain protein
cgMLST V1 + HierCC V1	CD630_27810(mviN)	lipid II flippase MurJ
cgMLST V1 + HierCC V1	CD630_27820(-)	cell wall binding repeat 2
cgMLST V1 + HierCC V1	CD630_27830(-)	UDP-phosphate N-acetylgalactosaminyl-1-phosphate transferase
cgMLST V1 + HierCC V1	CD630_27840(amiA)	N-acetylmuramoyl-L-alanine amidase
cgMLST V1 + HierCC V1	CD630_27860(-)	cell wall-binding repeat 2 family protein
cgMLST V1 + HierCC V1	CD630_27870(cwp84)	cysteine protease
cgMLST V1 + HierCC V1	CD630_27900(-)	GlcNAc-PI de-N-acetylase
cgMLST V1 + HierCC V1	CD630_27990(-)	cell wall-binding repeat 2 family protein
cgMLST V1 + HierCC V1	CD630_27991(-)	six-cysteine peptide SCIFF
cgMLST V1 + HierCC V1	CD630_28000(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28010(yajC)	preprotein translocase subunit YajC
cgMLST V1 + HierCC V1	CD630_28020(tgt)	tRNA guanosine(34) transglycosylase Tgt
cgMLST V1 + HierCC V1	CD630_28030(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28040(queA)	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
cgMLST V1 + HierCC V1	CD630_28050(ruvB)	Holliday junction DNA helicase RuvB
cgMLST V1 + HierCC V1	CD630_28060(ruvA)	Holliday junction ATP-dependent DNA helicase RuvA
cgMLST V1 + HierCC V1	CD630_28070(ruvC)	crossover junction endodeoxyribonuclease RuvC
cgMLST V1 + HierCC V1	CD630_28080(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28090(-)	protein of unknown function (DUF1540)
cgMLST V1 + HierCC V1	CD630_28100(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28120(-)	gluconate permease
cgMLST V1 + HierCC V1	CD630_28130(garR)	2-hydroxy-3-oxopropionate reductase
cgMLST V1 + HierCC V1	CD630_28150(-)	L-2-amino-thiazoline-4-carboxylic acid hydrolase
cgMLST V1 + HierCC V1	CD630_28160(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_28170(efrB)	ABC transporter
cgMLST V1 + HierCC V1	CD630_28180(efrA)	multidrug ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_28181(-)	dihydrofolate reductase
cgMLST V1 + HierCC V1	CD630_28190(-)	amino-acid racemase
cgMLST V1 + HierCC V1	CD630_28260(fadH)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_28270(-)	MarR family protein
cgMLST V1 + HierCC V1	CD630_28280(yhdR)	aminotransferase class-V family protein
cgMLST V1 + HierCC V1	CD630_28290(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28300(zmp1)	zinc metalloprotease Zmp1
cgMLST V1 + HierCC V1	CD630_28320(-)	cation diffusion facilitator transporter
cgMLST V1 + HierCC V1	CD630_28330(-)	calcium-translocating P-type ATPase PMCA-type
cgMLST V1 + HierCC V1	CD630_28340(glyA)	serine hydroxymethyltransferase
cgMLST V1 + HierCC V1	CD630_28350(abgT)	aminobenzoyl-glutamate transporter
cgMLST V1 + HierCC V1	CD630_28370(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28380(yesN)	two-component response regulator
cgMLST V1 + HierCC V1	CD630_28390(yesM)	sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_28410(-)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_28420(-)	bifunctional nitrilase/nitrile hydratase NIT4
cgMLST V1 + HierCC V1	CD630_28430(-)	quinone oxidoreductase
cgMLST V1 + HierCC V1	CD630_28440(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_28450(rbr)	rubrerythrin
cgMLST V1 + HierCC V1	CD630_28490(phnXW)	Bifunctional phosphonoacetaldehyde hydrolase/aminoethylphosphonate transaminase (Includes: Phosphonoacetaldehyde hydrolase ; 2-aminoethylphosphonate--pyruvate transaminase)
cgMLST V1 + HierCC V1	CD630_28500(-)	deoR sensor domain-containing protein
cgMLST V1 + HierCC V1	CD630_28510(dltC)	D-alanine--poly(phosphoribitol) ligase subunit 2
cgMLST V1 + HierCC V1	CD630_28520(dltB)	D-alanyl-lipoteichoic acid biosynthesis protein DltB
cgMLST V1 + HierCC V1	CD630_28530(dltA)	D-alanine--poly(phosphoribitol) ligase
cgMLST V1 + HierCC V1	CD630_28540(dltD)	D-alanyl-lipoteichoic acid biosynthesis protein DltD
cgMLST V1 + HierCC V1	CD630_28550(-)	putative oxidoreductase
cgMLST V1 + HierCC V1	CD630_28560(-)	putative membrane protein
cgMLST V1 + HierCC V1	CD630_28570(-)	hydrolase
cgMLST V1 + HierCC V1	CD630_28580(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28590(-)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_28600(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28610(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_28620(dpeP)	diguanylate cyclase
cgMLST V1 + HierCC V1	CD630_28640(cpo)	hydrolase
cgMLST V1 + HierCC V1	CD630_28660(pmbA)	peptidase U62
cgMLST V1 + HierCC V1	CD630_28670(tldD)	modulator of DNA gyrase
cgMLST V1 + HierCC V1	CD630_28680(-)	oxidoreductase
cgMLST V1 + HierCC V1	CD630_28690(-)	Fis family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_28700(kdgT1)	2-keto-3-deoxygluconate permease
cgMLST V1 + HierCC V1	CD630_28710(uxaA1)	SAF domain protein
cgMLST V1 + HierCC V1	CD630_28720(uxaA)	carbohydrate hydrolase
cgMLST V1 + HierCC V1	CD630_28740(-)	MATE efflux family protein
cgMLST V1 + HierCC V1	CD630_28750(fhuC)	iron-dicitrate transporter ATP-binding subunit
cgMLST V1 + HierCC V1	CD630_28760(fhuG)	iron ABC transporter permease
cgMLST V1 + HierCC V1	CD630_28770(fhuB)	ferrichrome ABC transporter permease
cgMLST V1 + HierCC V1	CD630_28780(fhuD)	ferrichrome ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_28800(celC)	PTS cellobiose transporter subunit IIA
cgMLST V1 + HierCC V1	CD630_28810(celG)	ydjC-like family protein
cgMLST V1 + HierCC V1	CD630_28820(celF)	6-phospho-beta-glucosidase
cgMLST V1 + HierCC V1	CD630_28840(celA)	PTS sugar transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_28850(-)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_28880(afuB)	phosphonate ABC transporter permease
cgMLST V1 + HierCC V1	CD630_29540(atpD)	V-type ATP synthase subunit D
cgMLST V1 + HierCC V1	CD630_29550(atpB)	ATP synthase subunit beta
cgMLST V1 + HierCC V1	CD630_29560(atpA)	V-type ATP synthase alpha chain
cgMLST V1 + HierCC V1	CD630_29561(atpF)	V-type ATP synthase subunit F
cgMLST V1 + HierCC V1	CD630_29570(atpC)	ATP synthase subunit C
cgMLST V1 + HierCC V1	CD630_29580(atpE)	V-type ATP synthase subunit E
cgMLST V1 + HierCC V1	CD630_29590(atpK)	V-type ATP synthase subunit K
cgMLST V1 + HierCC V1	CD630_29600(atpI)	V-type sodium ATP synthase subunit I
cgMLST V1 + HierCC V1	CD630_29610(ahaH)	"ATP synthase archaeal, H subunit"
cgMLST V1 + HierCC V1	CD630_29620(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_29630(-)	peptidoglycan-binding protein
cgMLST V1 + HierCC V1	CD630_29640(-)	B3/4 domain protein
cgMLST V1 + HierCC V1	CD630_29650(-)	diguanylate phosphodiesterase
cgMLST V1 + HierCC V1	CD630_29660(adhE)	bifunctional acetaldehyde-CoA/alcohol dehydrogenase
cgMLST V1 + HierCC V1	CD630_29661(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_29670(spoVFB)	dipicolinate synthase subunit B
cgMLST V1 + HierCC V1	CD630_29680(dpaA)	dipicolinate synthase subunit A
cgMLST V1 + HierCC V1	CD630_29690(-)	AMP-binding protein
cgMLST V1 + HierCC V1	CD630_29700(atoB)	acetyl-CoA acetyltransferase
cgMLST V1 + HierCC V1	CD630_29720(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_29730(yiaC)	acetyltransferase
cgMLST V1 + HierCC V1	CD630_29840(yxdM)	ftsX-like permease
cgMLST V1 + HierCC V1	CD630_29850(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_29860(uppP2)	undecaprenyl-diphosphatase
cgMLST V1 + HierCC V1	CD630_29880(-)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_29890(ssuA2)	ABC transporter substrate-binding protein
cgMLST V1 + HierCC V1	CD630_29900(ssuB2)	ABC transporter family protein
cgMLST V1 + HierCC V1	CD630_29910(ssuC2)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_29920(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_29930(-)	gyrI-like small molecule-binding domain protein
